price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
4732676,5722,4,2,4,no,no,no,no,yes,0,yes,unfurnished
6079239,4329,4,4,3,yes,no,no,no,no,0,yes,unfurnished
7265058,4038,4,4,4,yes,no,no,no,yes,3,yes,semi-furnished
5591947,7804,4,4,4,yes,no,no,no,no,3,yes,unfurnished
2411186,4049,3,4,3,yes,no,no,no,yes,2,yes,semi-furnished
4389748,5476,4,2,3,yes,no,yes,no,no,2,yes,furnished
4590639,3530,5,2,1,yes,no,no,no,yes,3,yes,semi-furnished
7264901,6211,4,4,3,no,no,no,no,yes,2,no,furnished
6498262,772,4,2,1,yes,no,no,yes,yes,2,no,semi-furnished
4100386,8262,5,2,4,yes,no,yes,no,no,2,yes,unfurnished
7574431,4843,4,2,4,yes,yes,no,no,yes,2,yes,furnished
5394943,6175,3,2,4,yes,no,yes,no,no,2,yes,furnished
4330391,3103,5,2,1,yes,no,yes,no,no,3,yes,unfurnished
6631037,4780,3,2,1,yes,no,yes,no,yes,3,yes,furnished
4809452,2723,4,2,3,yes,no,no,no,no,0,yes,furnished
3656405,6106,4,4,3,yes,no,no,no,no,3,yes,semi-furnished
4628487,4915,3,4,3,yes,no,no,no,yes,3,yes,semi-furnished
4534192,6282,4,4,3,yes,yes,yes,yes,yes,3,yes,furnished
3203586,6472,3,2,1,yes,no,no,no,yes,2,yes,furnished
5476929,3582,3,2,3,yes,no,no,no,no,2,yes,furnished
3649831,9593,3,2,3,yes,yes,no,no,yes,0,yes,furnished
5061504,6727,3,4,4,yes,yes,yes,no,yes,2,yes,furnished
1115593,4245,4,2,4,yes,no,no,no,no,2,yes,semi-furnished
4083613,6061,4,2,4,yes,no,yes,no,yes,2,yes,unfurnished
3274491,3427,3,2,3,yes,no,yes,no,yes,0,yes,semi-furnished
5100386,1983,4,2,3,yes,no,no,no,yes,2,yes,semi-furnished
8386494,4094,4,2,1,yes,no,no,no,yes,0,yes,furnished
6023767,2275,4,2,3,yes,no,yes,no,yes,2,yes,furnished
4463008,2928,3,4,4,yes,yes,no,no,yes,2,no,semi-furnished
4553981,3054,3,2,4,yes,no,yes,no,no,2,yes,semi-furnished
7765456,7661,5,1,3,yes,no,no,no,yes,2,no,semi-furnished
2722817,3982,5,2,3,yes,no,no,no,yes,0,yes,unfurnished
1896697,6537,4,2,4,yes,yes,no,no,yes,3,yes,unfurnished
4963636,7027,5,2,4,yes,no,yes,no,no,2,yes,unfurnished
7409958,6906,4,4,4,yes,no,no,no,yes,2,yes,semi-furnished
4788708,6133,3,2,3,yes,no,no,yes,no,2,yes,furnished
6816172,6223,4,4,4,yes,no,no,no,no,2,yes,furnished
4615942,-1116,5,2,2,yes,no,no,no,no,3,yes,semi-furnished
5541686,3505,3,2,4,yes,no,yes,no,no,0,yes,furnished
6262588,2614,4,2,3,yes,no,no,no,yes,3,no,furnished
1434850,3098,2,2,4,yes,no,yes,no,yes,0,yes,semi-furnished
1875941,3557,4,2,4,yes,no,no,no,yes,3,yes,furnished
461459,7568,3,2,4,no,no,no,no,yes,2,yes,unfurnished
4686558,4491,4,4,3,yes,no,no,no,no,3,yes,semi-furnished
2806120,7012,5,2,3,yes,no,no,no,yes,3,yes,semi-furnished
7760711,10476,3,4,4,yes,no,no,no,yes,3,yes,semi-furnished
5120164,3667,3,2,1,yes,no,yes,no,no,3,yes,semi-furnished
5715899,744,4,2,1,yes,yes,no,no,yes,2,no,furnished
6805425,5223,4,2,4,yes,yes,no,no,no,0,yes,unfurnished
4150531,5616,4,4,2,yes,no,no,no,no,3,yes,furnished
6137382,7346,4,2,3,yes,no,yes,no,yes,0,yes,semi-furnished
5201214,5562,4,2,3,yes,no,yes,no,yes,0,yes,semi-furnished
6354088,4888,4,2,4,yes,no,no,no,no,2,yes,furnished
5129445,4729,3,2,3,yes,yes,no,no,yes,2,yes,furnished
5157975,5655,3,2,4,yes,no,yes,no,yes,2,yes,semi-furnished
2495198,5421,4,2,4,yes,no,no,no,yes,2,yes,unfurnished
4700982,9264,3,2,3,yes,no,no,no,yes,2,yes,semi-furnished
5307197,5146,4,2,4,yes,no,no,no,no,3,yes,unfurnished
4994930,5636,5,4,3,yes,yes,yes,no,yes,2,yes,semi-furnished
7147523,4587,4,2,2,yes,no,no,no,yes,2,yes,unfurnished
4762566,5020,5,1,4,no,yes,yes,no,no,2,yes,semi-furnished
3847840,4782,3,2,2,yes,yes,no,no,yes,2,yes,semi-furnished
3795085,6610,4,2,4,yes,no,no,no,no,2,yes,semi-furnished
4276148,4798,4,4,3,yes,yes,no,no,yes,2,no,semi-furnished
2766597,5830,2,2,2,yes,no,no,no,no,2,yes,furnished
5590144,3621,3,1,3,yes,no,no,no,no,2,yes,furnished
481424,1346,3,2,3,yes,no,no,no,yes,2,yes,unfurnished
1380091,214,3,2,4,yes,no,yes,no,yes,2,yes,unfurnished
2478520,3033,4,2,3,yes,no,yes,no,no,0,yes,semi-furnished
4037144,8399,3,4,4,no,no,yes,no,yes,2,yes,furnished
7163925,8515,3,2,1,no,no,yes,no,yes,1,yes,semi-furnished
4956919,8337,4,2,3,no,yes,no,no,yes,0,yes,furnished
3458218,6945,4,2,2,yes,no,no,no,no,0,yes,unfurnished
4447391,5190,2,2,4,yes,no,no,no,yes,3,yes,furnished
3038453,1417,4,2,4,yes,no,no,no,yes,3,yes,furnished
4663559,8329,3,4,4,yes,yes,yes,no,yes,3,yes,furnished
1405569,6819,4,2,3,yes,no,yes,no,yes,0,yes,furnished
6807692,597,3,2,3,yes,no,no,no,yes,2,yes,unfurnished
1084360,2639,3,4,4,yes,no,yes,no,yes,2,no,furnished
6218724,4773,5,4,4,yes,no,no,no,yes,2,yes,unfurnished
2522069,4167,3,2,4,yes,no,yes,no,no,3,yes,furnished
6870714,6111,4,2,4,yes,yes,yes,no,yes,0,yes,unfurnished
5784957,2052,4,2,3,yes,yes,no,no,yes,0,yes,unfurnished
1792838,2764,3,2,3,yes,no,no,no,yes,2,yes,furnished
3617158,5785,5,2,4,no,no,no,no,yes,2,yes,furnished
7715395,8249,3,4,3,yes,yes,no,no,yes,2,yes,unfurnished
4150449,2539,3,4,4,no,yes,no,no,no,2,yes,unfurnished
7983088,5297,3,4,3,yes,yes,no,no,no,0,no,furnished
5196205,4924,4,2,4,yes,no,yes,no,no,3,no,semi-furnished
3055583,9332,3,2,4,yes,yes,no,no,no,2,no,furnished
4814801,5220,4,2,3,yes,no,no,no,yes,2,yes,furnished
6358351,2914,4,2,3,no,no,no,no,yes,2,no,semi-furnished
5130679,6513,4,2,3,yes,no,no,no,yes,2,yes,unfurnished
2959906,3380,5,4,4,no,yes,no,no,yes,2,yes,semi-furnished
4653404,7844,3,3,3,yes,no,no,no,no,3,yes,unfurnished
4904204,7501,5,2,3,yes,no,no,no,yes,2,no,unfurnished
3105843,4695,4,4,3,yes,no,no,no,no,3,no,unfurnished
8420519,3590,3,4,3,yes,no,yes,no,no,2,yes,semi-furnished
5120048,5700,4,2,3,yes,no,yes,no,yes,2,no,semi-furnished
3487484,6944,4,4,4,yes,no,no,no,no,2,yes,furnished
7342958,3859,4,2,3,yes,yes,yes,no,no,3,yes,semi-furnished
8078342,3382,4,2,3,yes,no,no,no,no,3,yes,semi-furnished
4553649,3128,4,2,4,yes,yes,no,no,yes,2,no,semi-furnished
5912053,3769,3,2,4,yes,no,no,no,yes,2,yes,semi-furnished
6206418,2045,3,2,4,no,no,no,no,no,0,yes,unfurnished
6344598,2426,4,2,3,yes,yes,no,no,yes,2,yes,unfurnished
5367163,5281,4,2,1,yes,no,no,no,yes,2,yes,semi-furnished
5215222,4562,4,2,3,yes,no,no,no,no,2,yes,semi-furnished
3023908,5226,3,2,4,yes,no,no,no,yes,0,yes,furnished
6398928,6141,2,2,3,yes,no,no,no,no,2,no,furnished
4559857,4567,3,2,4,yes,yes,no,no,yes,2,yes,semi-furnished
4039457,7114,4,4,2,yes,no,no,no,yes,2,no,unfurnished
3750412,2305,4,2,4,no,no,no,no,yes,0,yes,semi-furnished
4701668,4693,4,2,3,yes,no,yes,no,no,0,yes,semi-furnished
4382736,8215,3,4,4,no,no,yes,no,yes,2,yes,semi-furnished
3172841,5152,3,2,3,yes,no,no,no,yes,3,no,unfurnished
6767832,4956,5,4,3,yes,yes,no,no,yes,1,no,unfurnished
8366407,7261,5,2,3,yes,no,no,no,yes,2,yes,furnished
5881265,6560,3,2,3,yes,no,no,no,yes,0,no,furnished
5901799,5333,5,2,3,yes,no,yes,no,yes,3,yes,unfurnished
4210415,1108,3,2,4,yes,no,no,no,yes,2,yes,unfurnished
6909561,5382,5,2,3,yes,no,yes,no,yes,0,no,furnished
2238622,6758,4,2,3,yes,no,no,yes,yes,2,no,semi-furnished
4215925,8131,4,2,3,no,no,yes,no,no,2,yes,furnished
2698565,5205,3,2,3,yes,no,no,no,yes,0,no,unfurnished
2552103,9518,4,2,4,yes,no,no,no,yes,3,yes,semi-furnished
4060195,2700,2,4,4,yes,no,no,yes,yes,2,no,furnished
1677264,5689,4,2,4,no,no,yes,no,yes,2,yes,furnished
1423701,7574,2,2,3,yes,no,yes,no,no,2,no,unfurnished
2544841,4693,4,2,1,yes,no,yes,no,no,2,yes,semi-furnished
4083196,3094,5,2,3,yes,no,no,no,yes,0,no,unfurnished
2492366,3488,3,2,4,no,yes,no,no,yes,2,yes,semi-furnished
3249030,7172,5,2,3,yes,no,no,no,yes,0,no,semi-furnished
6616825,5586,4,4,4,yes,yes,no,no,no,3,yes,semi-furnished
6839961,3195,5,2,4,yes,no,no,yes,yes,2,yes,semi-furnished
4609173,5352,4,4,3,yes,no,no,no,yes,2,yes,furnished
6349447,7415,3,2,4,yes,no,yes,no,yes,0,no,furnished
5678778,5860,5,2,3,no,no,yes,no,yes,2,no,furnished
2643766,5782,3,2,4,yes,no,no,no,no,3,yes,furnished
6924808,10110,4,2,3,no,no,yes,no,yes,2,no,furnished
3103176,8398,4,4,3,yes,no,no,no,yes,2,yes,unfurnished
986349,1587,4,2,3,yes,no,no,no,no,3,yes,semi-furnished
5344515,6580,5,2,2,yes,no,no,no,yes,2,no,furnished
4972400,5269,4,4,3,no,no,yes,no,yes,2,yes,semi-furnished
1985597,4304,4,2,4,yes,no,yes,no,yes,2,yes,semi-furnished
7104080,5874,3,2,3,yes,yes,yes,no,no,2,no,semi-furnished
6111160,8778,3,2,3,yes,no,no,no,yes,0,yes,furnished
6879683,4408,4,4,3,yes,no,yes,no,no,2,no,unfurnished
5814688,4271,4,2,3,yes,no,yes,no,yes,2,yes,semi-furnished
5939000,5526,3,2,4,no,yes,no,no,no,3,yes,furnished
2938824,3840,5,2,1,yes,no,no,no,yes,2,yes,semi-furnished
3199950,60,3,2,3,yes,no,yes,no,yes,0,yes,semi-furnished
6797220,1990,3,2,4,yes,no,yes,no,yes,2,yes,semi-furnished
5761755,6429,4,4,4,yes,no,yes,no,yes,3,yes,furnished
5114787,2875,3,4,3,yes,no,no,no,no,1,yes,furnished
5593759,4564,3,4,4,yes,no,no,yes,yes,3,yes,furnished
4942065,10935,4,2,3,yes,no,no,no,yes,0,yes,semi-furnished
5210676,3360,4,4,4,yes,no,no,no,yes,3,yes,unfurnished
2554598,5151,2,4,4,yes,no,no,no,no,2,no,furnished
2976563,3955,4,2,3,no,yes,no,no,yes,2,yes,furnished
7492674,6412,6,2,4,yes,no,no,no,yes,2,yes,unfurnished
6600143,9373,3,2,3,yes,yes,no,no,yes,3,yes,furnished
8806948,3820,3,2,2,yes,yes,no,no,no,2,yes,unfurnished
4541863,6322,4,2,3,yes,no,no,no,yes,2,yes,furnished
4798013,5727,3,4,3,yes,no,no,no,yes,3,no,unfurnished
7032651,6158,4,2,2,yes,yes,yes,no,no,3,yes,semi-furnished
3914326,9613,3,2,3,no,yes,no,yes,yes,3,yes,unfurnished
8070847,6552,4,2,4,yes,no,no,no,yes,0,no,furnished
5038816,4956,4,2,3,yes,no,yes,no,yes,1,yes,semi-furnished
4352105,3634,5,2,3,yes,no,no,no,yes,3,no,semi-furnished
5345851,5560,3,2,4,yes,no,no,no,yes,2,no,semi-furnished
3983316,9835,3,2,3,yes,yes,yes,no,yes,2,yes,semi-furnished
4998081,7189,5,2,4,yes,no,no,no,yes,3,yes,furnished
4581641,2726,5,2,3,yes,no,no,no,yes,3,yes,unfurnished
5881917,7173,5,1,1,yes,no,yes,no,yes,2,yes,furnished
4958331,4595,4,2,3,yes,no,no,no,yes,2,yes,furnished
1099945,2699,4,2,3,yes,no,no,no,yes,2,no,furnished
6223482,3270,3,2,4,yes,no,yes,no,yes,2,yes,semi-furnished
4275447,8213,5,2,3,yes,no,no,no,yes,3,yes,unfurnished
8406148,6264,4,4,3,yes,no,yes,no,yes,3,yes,unfurnished
4953521,6192,4,2,4,yes,no,no,no,no,3,yes,unfurnished
3187630,4544,4,4,3,yes,no,yes,no,yes,0,yes,furnished
4195955,9710,3,4,3,yes,no,no,no,yes,0,yes,unfurnished
1212682,2723,4,2,4,yes,yes,no,no,no,2,yes,semi-furnished
6763191,2573,5,2,3,yes,no,no,no,yes,2,yes,furnished
6731988,6580,5,2,4,no,no,yes,no,no,3,yes,semi-furnished
4206577,5943,4,4,3,yes,no,no,no,no,2,yes,unfurnished
6469455,1190,3,4,3,yes,no,no,no,no,2,yes,semi-furnished
6097336,4960,4,2,4,yes,yes,yes,no,yes,0,no,furnished
3452464,4713,4,4,4,yes,no,no,no,no,0,yes,semi-furnished
2321397,3632,5,2,3,yes,no,yes,no,yes,0,no,unfurnished
9380542,6352,3,4,3,yes,no,no,no,yes,2,yes,furnished
4178445,3001,4,2,4,yes,no,no,no,no,3,yes,unfurnished
3833586,2082,5,2,3,yes,yes,yes,no,yes,3,no,furnished
4972789,5732,4,4,3,no,no,no,no,yes,3,no,furnished
4995800,4823,3,1,3,yes,yes,yes,no,no,3,yes,semi-furnished
2548430,9133,5,2,1,yes,no,yes,no,no,2,yes,furnished
6577958,5429,4,2,3,yes,no,no,no,yes,2,yes,semi-furnished
3660055,6474,5,2,3,yes,yes,no,no,yes,3,yes,semi-furnished
5788075,2765,4,2,3,yes,no,no,no,yes,2,yes,furnished
5429686,6805,4,2,4,yes,no,yes,no,yes,0,yes,furnished
7280766,4489,4,2,2,no,no,no,no,yes,3,no,furnished
5400340,2535,5,2,4,no,no,yes,no,yes,2,yes,semi-furnished
3612640,3124,3,2,4,yes,no,yes,no,yes,3,yes,furnished
5316209,8001,5,2,4,yes,no,no,no,no,0,yes,semi-furnished
5494774,4576,4,4,3,yes,no,no,no,yes,0,yes,unfurnished
7439977,2980,3,2,3,yes,no,yes,no,yes,3,yes,furnished
5621979,4691,4,2,2,yes,no,no,no,yes,2,yes,furnished
3972943,6265,4,2,4,yes,no,no,no,yes,3,yes,unfurnished
5877750,4219,3,2,4,yes,no,yes,yes,yes,2,yes,semi-furnished
5476463,5741,5,4,4,yes,yes,no,no,yes,0,yes,unfurnished
5057540,3263,5,2,4,yes,yes,no,no,yes,2,no,furnished
4465417,5349,1,2,2,yes,no,no,no,yes,2,no,semi-furnished
5759249,8711,4,2,4,yes,yes,yes,no,yes,0,no,semi-furnished
3845639,5105,4,2,2,yes,no,no,no,yes,0,yes,furnished
3930451,6408,4,4,4,yes,no,no,no,yes,2,yes,furnished
3512417,6836,5,4,1,yes,no,no,no,no,1,yes,furnished
3601372,7319,4,2,3,yes,no,no,no,yes,2,yes,unfurnished
6385075,984,4,2,3,yes,no,yes,no,yes,1,no,furnished
6802519,4113,4,2,3,yes,no,no,no,yes,2,yes,furnished
3547633,4181,3,2,2,yes,yes,yes,no,yes,0,yes,furnished
6306375,3041,3,2,3,no,no,yes,no,yes,2,yes,furnished
1759228,5952,4,2,3,yes,no,no,no,yes,3,no,unfurnished
5680092,6078,4,2,2,yes,yes,no,no,yes,2,no,furnished
5757298,6964,4,4,4,yes,yes,no,no,yes,0,yes,semi-furnished
9286247,5079,4,2,2,yes,no,yes,no,yes,2,yes,semi-furnished
4330931,5234,4,2,4,yes,no,no,no,yes,0,yes,unfurnished
3768592,4800,5,2,4,yes,yes,no,no,yes,2,yes,furnished
3710234,1549,3,2,3,yes,no,yes,yes,no,3,yes,semi-furnished
5160496,4628,4,2,4,yes,yes,no,no,yes,2,no,furnished
2736386,2348,4,2,3,yes,no,no,no,yes,2,no,semi-furnished
5367425,8031,4,2,3,no,no,no,no,yes,2,yes,unfurnished
4876001,3736,3,2,4,yes,no,no,no,yes,2,yes,unfurnished
7772126,1452,4,4,4,yes,yes,yes,no,yes,2,no,unfurnished
7227941,5128,4,2,3,yes,no,no,no,no,2,yes,semi-furnished
3977603,4772,5,2,3,no,no,no,no,no,2,yes,furnished
6768135,8329,3,2,3,yes,no,no,no,yes,2,yes,furnished
3399216,2851,3,2,3,yes,no,no,no,no,3,yes,furnished
3779140,7078,3,2,2,yes,no,no,no,yes,0,yes,unfurnished
2009489,8084,3,2,2,yes,no,yes,no,yes,2,yes,furnished
4117384,6981,4,2,4,yes,yes,yes,no,no,0,no,semi-furnished
4944128,3485,4,4,4,no,yes,no,no,yes,2,yes,unfurnished
4920166,7515,4,2,4,yes,no,no,no,yes,0,yes,unfurnished
8096844,3265,4,2,4,yes,no,no,no,yes,3,yes,furnished
5132854,7204,4,2,3,yes,no,yes,no,yes,2,yes,semi-furnished
4500103,5684,4,2,4,no,no,no,yes,no,3,yes,unfurnished
7304092,5740,4,4,4,no,no,no,no,no,0,yes,unfurnished
2624162,8022,4,2,3,yes,yes,no,no,yes,2,yes,furnished
5126368,2812,4,2,3,yes,yes,no,no,yes,3,yes,semi-furnished
3400763,4420,3,2,4,no,no,no,no,yes,3,yes,furnished
6036451,2065,3,2,3,yes,no,yes,no,no,2,yes,furnished
4066402,5151,4,2,3,yes,no,no,no,yes,3,no,furnished
3961036,-481,5,4,3,yes,no,no,no,yes,2,yes,unfurnished
